Cluster,Source,Target,Days,RMSE_TL,MAE_TL,RMSE_BASE,MAE_BASE
3,Building_12,Building_16,7,1.1326885370482929,0.8229494831356059,1.5775482496235542,1.231045931960183
3,Building_12,Building_16,14,1.163969724238016,0.8495420785252205,1.3354178585768481,0.9588344666629268
3,Building_12,Building_16,21,1.1455848641759496,0.8244122524987398,1.383597555613093,0.9948005216523519
3,Building_12,Building_16,28,1.1559712558501092,0.821144700107797,1.3949904433014997,1.0242844752187266
3,Building_12,Building_16,35,1.1219518173291874,0.7939742764269488,1.5549800311643107,1.147413331717896
3,Building_12,Building_16,42,1.1568171201610473,0.8195200729576395,1.3797084878075723,0.9715807018729751
3,Building_12,Building_16,49,1.1670902438207307,0.829499035525852,1.4874972615985749,1.0705513386086887
3,Building_12,Building_16,56,1.201026760997586,0.8698703287490008,1.3680412058509885,0.9889927376228302
3,Building_12,Building_16,63,1.1887995219032554,0.8633013320814688,1.4958031290921117,1.0915415931016057
3,Building_12,Building_16,70,1.1810907611890054,0.8561207459315521,1.7096219201654477,1.3003328680611794
3,Building_12,Building_16,77,1.2190740185631128,0.8862932510694659,1.6334063886879304,1.2273834750546377
3,Building_12,Building_16,84,1.2203132704869752,0.8801681205711747,1.4621234356094355,1.0809947615425743
3,Building_12,Building_16,91,1.1856079711429044,0.8616704758406134,1.580827912572369,1.1889442577119655
3,Building_12,Building_16,98,1.2115235063087195,0.8833082191252999,1.340664391964378,0.9464602419147038
3,Building_12,Building_16,105,1.2224114698569837,0.8816572112129283,1.3249263430615053,0.9406622107254131
3,Building_12,Building_16,112,1.230147347247444,0.8844917423460833,1.5904898855632796,1.1790482616711566
3,Building_12,Building_16,119,1.2393683429270925,0.9059231412353946,1.6093777459038214,1.191945093916953
3,Building_12,Building_16,126,1.0057912146296928,0.6966252476624493,1.0232795280483398,0.7248786714572535
3,Building_12,Building_16,133,0.9413166237642744,0.673332909754592,1.0317614805889581,0.7281473023588177
3,Building_12,Building_16,140,0.8609171297140088,0.6339791108743449,0.9222167755523024,0.6652608418750786
3,Building_12,Building_16,147,0.8783826918635295,0.643503253034388,0.9523032917673503,0.6740842229610198
3,Building_12,Building_16,154,0.8738107351279281,0.633259925254979,0.9133057652150909,0.6584377051820424
3,Building_12,Building_16,161,0.8594137771071321,0.6194275982341589,0.8925601194968222,0.6341967032695492
3,Building_12,Building_16,168,0.8417662944544559,0.5793891759720999,0.8812141266476469,0.5921139782173183
3,Building_12,Building_16,175,0.7644336181666185,0.4952519615631584,0.7578151206041295,0.46140453194313025
3,Building_12,Building_16,182,0.6858073646545585,0.4536646321039176,0.588614848855065,0.36861954543497005
3,Building_12,Building_16,189,0.6151792140776617,0.4007411178941563,0.5031398323565587,0.32106074896530656
3,Building_12,Building_16,196,0.6349252700540302,0.4098018958913299,0.49681347027779,0.30881178530684944
3,Building_12,Building_16,203,0.6356954312957946,0.4296768962034698,0.4929856730172678,0.32164582293394894
3,Building_12,Building_16,210,0.6218506882404459,0.4083258943740782,0.5083607050399302,0.3082655240274054
3,Building_12,Building_16,217,0.6453626443038072,0.4200863251202701,0.49397660181562,0.30400813136381677
3,Building_12,Building_16,224,0.6166994711548789,0.4053203882410632,0.48903299657783694,0.3133562325777581
3,Building_12,Building_16,231,0.6269675276175549,0.41184316958173056,0.49213582072703854,0.30987098691430787
3,Building_12,Building_16,238,0.6323980791612501,0.42031655375132326,0.5123150162682368,0.32425695824408013
3,Building_12,Building_16,240,0.613786343638491,0.41133128626975796,0.4836605793902569,0.30289490606537983
